class,u,g,r,i,z,redshift,ra,dec,cluster
GALAXY,17.55594,15.54977,14.61375,14.15305,13.82763,0.06780006,218.4081563512389,-58.90416371784594,0
GALAXY,18.48539,16.55388,15.64185,15.20063,14.87425,0.06858094,334.9614961962112,63.473801898877184,0
STAR,17.71843,16.80586,16.5299,16.41602,16.37861,-0.000817303,301.29401982406455,-64.79537589542059,0
GALAXY,19.36862,17.71832,16.94611,16.51644,16.24557,0.06874616,358.37409986395915,-17.85376002316505,0
GALAXY,19.49296,18.19299,17.65882,17.32569,17.23819,0.06698033,8.124689952855753,-76.45363176452295,0
GALAXY,18.96886,17.59386,16.72565,16.28516,15.97241,0.1535506,40.6289320965944,8.137994187132023,0
GALAXY,18.46549,17.13699,16.63354,16.32363,16.23611,0.04551146,219.40839481198392,30.554245336615057,0
STAR,18.7701,17.8262,17.51434,17.39365,17.38014,0.000255761,295.4075181601859,79.41989431715231,0
GALAXY,17.63588,15.82154,14.89147,14.39759,13.97256,0.04955174,102.68796323043595,43.08051526128014,0
GALAXY,18.96231,17.74796,17.3116,16.95873,17.07346,0.04968997,86.11599169231876,7.398524961747199,0
GALAXY,18.37748,16.90637,16.25471,15.85531,15.56338,0.05046733,283.31128777723234,77.87106309066007,0
GALAXY,17.65381,16.10345,15.28567,14.82513,14.48258,0.06288115,20.29746738716337,-3.881369152642222,0
GALAXY,18.44156,17.11085,16.47985,16.1005,15.82679,0.05087606,132.97775312973064,11.017017557796493,0
GALAXY,18.85332,17.04865,16.18258,15.77393,15.44076,0.05078683,182.0913201332387,17.297734980617236,0
GALAXY,19.56568,17.61753,16.74295,16.31525,16.00004,0.05069614,201.72552276611643,-16.203649340417968,0
STAR,18.70271,17.48955,17.02476,16.84261,16.75427,7.04e-05,262.30145644539965,60.92688430184833,0
GALAXY,19.40293,17.43163,16.48956,16.0247,15.65617,0.05238771,127.74446043503696,-56.66833100788936,0
GALAXY,18.98522,17.87842,17.29412,17.01864,16.80296,0.05197171,220.5663640828586,9.871594266889431,0
GALAXY,18.41135,17.18421,16.66643,16.35184,16.18073,0.07119881,210.73515220474428,40.001986113694926,0
STAR,18.33978,17.15199,17.0718,17.08453,17.16213,3.15e-05,197.14179623534895,72.71571093778388,0
GALAXY,18.15106,16.28356,15.30887,14.83342,14.42042,0.05844361,230.5739855311964,69.1053113581701,0
GALAXY,18.89776,17.2074,16.39396,15.93855,15.65676,0.06065759,93.40170158450746,1.5732520974255522,0
STAR,17.28942,15.97314,15.96043,16.00922,16.05518,-5.46e-05,30.473551290466432,25.7690612094015,0
GALAXY,19.53689,17.86629,16.99845,16.54804,16.20877,0.06052809,42.93780193430763,-19.037207496725813,0
GALAXY,18.57932,16.58856,15.67172,15.22984,14.88485,0.06237805,80.84965775540438,-5.72800268156395,0
GALAXY,19.5733,17.9246,17.11237,16.71408,16.43235,0.06108887,180.07125678820267,73.12784266314893,0
GALAXY,18.39157,16.39702,15.48865,15.04582,14.71935,0.06076415,302.5593901965672,77.52671877464533,0
GALAXY,18.38304,16.87179,16.14598,15.7468,15.54329,0.07241606,252.46560315181827,71.17453045206355,0
QSO,18.82884,18.08065,17.40595,17.03202,16.88794,0.23883,284.05461751273697,-65.09324487354512,0
QSO,19.58522,19.29664,18.93942,18.72482,18.28911,0.3154214,126.3512246133929,63.01512383951453,0
STAR,19.43191,18.48306,18.1652,18.04922,17.9632,-9.77e-05,145.67534699347806,80.70547158386645,0
STAR,18.15727,16.96597,16.79,16.69276,16.66454,0.000289624,141.7254789566206,-24.975054976751153,0
GALAXY,19.51539,18.04464,17.39379,17.00343,16.77329,0.06339995,69.07434638562054,3.3563320959004557,0
GALAXY,19.30462,18.03198,17.38142,16.99391,16.76877,0.105962,22.037996931685928,50.23714604633926,0
STAR,17.56989,16.54822,16.21433,16.07922,16.0452,-0.001157196,212.7297934178017,11.174064761816766,0
GALAXY,19.49548,18.4375,17.78621,17.3245,17.16485,0.175464,356.11800603141097,88.8270339071249,0
GALAXY,18.94016,17.08686,16.0385,15.56702,15.16765,0.1109459,60.05869378209462,-7.971594271770897,0
QSO,18.74556,18.4779,18.39813,18.18717,18.16535,0.4946315,16.806535163738552,38.50968801732796,0
STAR,19.5417,18.65072,18.32845,18.20431,18.13731,0.000273025,280.6314054566159,52.666405235377965,0
STAR,18.11135,17.14221,16.79901,16.67677,16.59484,0.000694728,90.93096240650073,-1.0619251634809077,0
GALAXY,17.60093,15.87313,15.01339,14.57252,14.19608,0.04795333,298.6717699270542,64.25708502804764,0
STAR,19.49324,17.8905,17.31587,17.07389,16.94725,9.04e-05,253.4172001324255,8.30782641729536,0
STAR,18.72217,17.79869,17.54209,17.42426,17.37291,0.000377695,340.44247333828963,-15.902856575706352,0
STAR,18.72077,17.50256,17.08383,16.92993,16.85098,0.000591114,147.2138048724019,-70.59173870664954,0
GALAXY,18.7598,17.23959,16.49157,16.08451,15.76627,0.04802909,238.3091422022283,-19.185556256923647,0
GALAXY,19.5262,18.39494,17.75597,17.37369,17.10671,0.1261536,167.34772109277745,42.10856185199114,0
STAR,19.42911,17.78623,17.13734,16.91684,16.78003,-1.48e-05,227.01193103107565,75.83155410241932,0
STAR,17.95151,16.29458,15.54491,15.19694,14.96311,-0.00026682,161.85560616278545,-44.69770730514415,0
STAR,18.43665,17.53825,17.276,17.16946,17.08344,0.000184223,67.90760871266694,-26.057606880509525,0
STAR,17.86053,16.73753,16.38367,16.25325,16.16975,-4.77e-05,182.84306976121712,-62.28702106120328,0
GALAXY,19.17064,18.45784,17.80675,17.54745,17.2106,0.2559216,190.29031251747924,34.33012096121439,0
STAR,17.95099,16.4663,15.84551,15.58398,15.45184,0.000515365,291.817385373658,82.83391740178655,0
GALAXY,18.79017,17.71475,17.31629,17.04796,16.90396,0.02879064,264.7874540856892,25.371399572671592,0
QSO,19.07914,18.89193,18.52002,18.41203,18.41441,1.173165,238.96498461891983,21.07377540112074,0
GALAXY,19.57356,17.64837,16.65338,16.19973,15.8263,0.1092401,40.81935439892611,9.628187490078105,0
GALAXY,18.52804,17.61153,17.18717,16.81506,16.6702,0.1118435,259.4218646389374,-74.07796667660342,0
GALAXY,19.16858,17.62093,17.07718,16.751,16.54071,0.1250014,180.10985628762532,41.31068875728906,0
GALAXY,18.90706,17.19304,16.37291,15.97393,15.69401,0.07386909,321.87583299821733,18.36891783888315,0
QSO,18.96604,18.65967,18.57376,18.51575,18.24708,2.112124,331.1535362869954,29.065818394131668,0
STAR,18.34653,17.05349,16.60334,16.43878,16.3584,-3.27e-05,19.85637261664277,71.78599674493589,0
GALAXY,18.81805,17.58393,17.05956,16.72055,16.49506,0.06318177,295.4309617276124,51.11294167098322,0
STAR,17.91416,16.32849,15.67508,15.42284,15.26349,0.000163203,13.571060552161423,50.564745387814696,0
STAR,17.76218,16.58973,16.18268,16.05436,15.94994,-0.000127718,132.18106525020815,76.89307839828257,0
STAR,18.12214,16.97708,16.56859,16.42914,16.3673,-7.88e-05,195.22799122358848,88.18829126333992,0
STAR,18.11979,17.02616,16.65887,16.53411,16.47856,-7.37e-05,53.31628750576588,14.630891752990737,0
GALAXY,19.41306,17.48104,16.59199,16.17819,15.85894,0.07708883,268.67297252486765,-70.40130911439016,0
GALAXY,18.81479,17.57465,17.0114,16.65032,16.47012,0.09007793,3.007693501969886,-7.356616600421447,0
GALAXY,19.02493,17.96465,17.48726,17.15481,17.0083,0.08911418,60.69565743625326,51.768206363096,0
GALAXY,18.73447,17.71735,17.34468,17.05326,16.90981,0.08504529,209.08685874725128,-85.00944154286715,0
STAR,18.45792,17.45011,17.16011,17.06189,17.0106,6.51e-05,257.17952233342527,-79.76026109589317,0
STAR,18.3515,17.35316,17.07431,16.94893,16.90699,0.000311515,329.9915169698098,-77.91159917109216,0
STAR,18.96712,17.97631,17.69748,17.57036,17.54017,0.000308448,253.97879469646455,41.58643649909595,0
STAR,19.21013,17.5984,17.04077,16.81384,16.70567,0.000188528,241.84053729175173,0.2099931413709725,0
GALAXY,19.48005,17.6892,16.82549,16.39934,16.0679,0.09927643,141.96281268623915,-23.59837016629315,0
STAR,19.02781,17.54673,16.99783,16.75126,16.62716,0.001219834,0.4623931896485089,-70.98893185288752,0
STAR,17.44,16.49648,16.24091,16.14083,16.08615,0.000465988,43.2573331448239,41.80324503706004,0
STAR,19.25537,18.2417,17.94952,17.85269,17.8203,0.000427062,192.4396361121741,-32.21643410083806,0
GALAXY,19.42941,17.9871,17.30239,16.97865,16.73886,0.09928857,243.04675890399108,-42.24166738835991,0
STAR,17.56554,16.57542,16.2489,16.12,16.10667,0.000217415,150.2813822027265,27.41745627963917,0
STAR,16.97937,15.53654,15.01773,14.84266,14.78064,8.49e-05,263.0444441502205,10.621960667431525,0
STAR,19.4672,17.64802,17.04745,16.84309,16.75313,-9.07e-05,187.8704263195843,-24.7660844736057,0
GALAXY,18.24758,16.30974,15.44317,15.04873,14.72629,0.07405485,26.703430413952397,25.46774474500586,0
STAR,19.57674,18.63291,18.34441,18.19069,18.21306,0.001249236,69.12585034846158,-41.18012633085873,0
STAR,18.53363,16.77548,16.1557,15.93625,15.8196,-2.43e-05,302.39936036781944,53.069447088778816,0
STAR,18.95415,17.11385,16.35103,16.03797,15.83771,0.000663558,260.9685887847982,-48.722588944622295,0
GALAXY,18.99645,17.08836,16.14001,15.7225,15.3616,0.09810439,322.1143153244982,-61.409214831237186,0
GALAXY,18.76237,17.08917,16.26945,15.81167,15.45598,0.07762116,42.32060968353717,50.83909370979748,0
GALAXY,18.45661,16.89307,16.063,15.6719,15.35247,0.1111244,356.4801124614266,37.42056552562797,0
GALAXY,18.74525,17.69976,17.22283,16.9136,16.77394,0.1155934,75.3864170219761,-57.12498437367629,0
GALAXY,19.31014,18.09444,17.58946,17.30158,17.13313,0.07662901,4.240755463191124,-69.07576451581116,0
GALAXY,19.23448,17.9329,17.08377,16.62426,16.3317,0.1738044,359.0722580592795,60.911835927604585,0
QSO,19.20973,19.00556,18.90241,19.03103,18.94761,0.9284472,101.18659876024071,49.78772679540384,0
QSO,18.77308,18.49352,18.38368,18.12187,18.16559,1.659109,240.48700290452155,-31.09367273406044,0
GALAXY,18.91548,17.77051,17.3263,17.14038,17.00854,0.03775444,63.60563310346987,28.475533478406007,0
STAR,18.56713,18.31637,18.62254,18.90442,19.16104,5.47e-06,208.88227159169105,-67.65116642139405,0
STAR,19.39654,18.48692,18.21817,18.14041,18.12848,-0.00023003,325.45259512364134,1.2685786285820626,0
QSO,19.26917,19.23807,19.1699,19.0219,19.05105,1.662965,115.2652202742379,-86.62854742912442,0
GALAXY,19.30633,18.02832,17.38539,17.00457,16.75137,0.08988216,241.29143137596932,-19.511661434120015,0
GALAXY,18.65305,16.7738,15.86849,15.39588,15.01852,0.06626407,67.64529196742994,-76.52829213514708,0
QSO,19.53895,19.36954,19.12704,19.16746,19.02597,0.9577461,224.9263435387411,-4.4735075717611466,0
GALAXY,18.86498,17.57919,16.99713,16.61292,16.38148,0.06629819,121.12212665430366,-14.097303566479011,0
GALAXY,17.89192,16.75952,16.25728,16.00797,15.8454,0.006267129,76.03497309166261,-10.010695205149917,0
GALAXY,18.87284,17.55524,16.97102,16.58784,16.33365,0.06981046,112.74553825330864,-81.84036563136107,0
GALAXY,19.19439,17.46685,16.71131,16.35007,16.11351,0.057534,64.38278466280777,-24.909058569270172,0
GALAXY,19.17195,17.52118,16.73133,16.23061,15.8642,0.05732637,324.6897988216378,46.16709283798497,0
STAR,16.5365,16.7816,17.2871,17.6346,17.8851,1.73e-05,142.9872790741664,-23.595412796348384,0
GALAXY,19.45431,18.16713,17.37748,16.94789,16.7604,0.1526627,88.30054979077224,38.73095146972451,0
GALAXY,19.56108,17.98854,17.04112,16.55569,16.17892,0.1050629,161.42682276573584,-23.49382974592801,0
GALAXY,18.28652,16.50084,15.49488,15.06854,14.70453,0.1060923,115.3930200503384,-13.816900531766436,0
GALAXY,18.6082,16.87071,15.93746,15.50248,15.15475,0.1067117,267.9909313727973,11.500580309267905,0
STAR,19.49708,19.05876,19.06452,19.09095,19.2192,-2.73e-06,349.63916827877796,81.12274862527485,0
GALAXY,19.45713,18.20262,17.54147,17.16786,16.92223,0.1078834,157.69211641115285,-70.40511960360206,0
STAR,17.61697,16.61245,16.24511,16.10209,16.07652,-0.000344404,309.97202399000656,-84.07552164098874,0
STAR,19.02153,18.98814,19.1926,19.3788,19.61115,0.001238254,203.71070648146303,19.432293085808126,0
GALAXY,19.36847,17.42144,16.4641,16.04772,15.69934,0.1076432,56.604839433924056,80.83747600711675,0
GALAXY,19.09585,17.10658,16.16409,15.71981,15.37113,0.0779219,248.62418714928296,88.15016385984867,0
GALAXY,17.72847,15.75898,14.85959,14.43588,14.12328,0.06596822,184.83641896529525,-2.850435469439674,0
GALAXY,19.00072,17.70939,17.10912,16.70433,16.40846,0.06656256,234.21834837075724,-5.7453082046822885,0
GALAXY,19.02302,17.74065,17.13672,16.66715,16.46936,0.09775482,320.2874685257994,26.093478734135317,0
GALAXY,19.48533,18.27548,17.72596,17.39282,17.17594,0.05424645,158.55644543617657,10.014256296894558,0
STAR,19.52482,17.74108,16.99786,16.68372,16.51692,-0.000130576,324.42394435824804,24.135850370541263,0
GALAXY,19.2917,17.55927,16.7909,16.4456,16.19548,0.07658298,270.24084514139577,67.31989659682097,0
QSO,18.93256,18.64771,18.60221,18.43445,18.37043,0.4856282,175.8977733160745,44.33511050776968,0
STAR,18.7743,17.36904,16.88172,16.70303,16.65605,-0.000105805,217.15996883686697,-0.5620694963767932,0
QSO,18.41581,18.49023,18.33528,18.28955,18.33731,1.415738,117.20920770684413,-6.864397379969475,0
QSO,19.36364,19.14948,18.75091,18.38175,18.31909,0.1675911,354.0950279059587,25.128314732360877,0
GALAXY,19.13165,17.86637,17.20832,16.76454,16.57524,0.1491745,240.24641869814255,-7.972868804346447,0
STAR,17.26774,15.73342,15.21489,15.05295,14.99181,-8.67e-05,15.784866898786763,-7.599716772184834,0
STAR,19.50457,18.69349,18.44479,18.32914,18.32911,-0.000815209,117.58388606928315,-87.06493767842913,0
STAR,18.05516,16.57847,16.0691,15.90238,15.83072,-3.84e-05,224.3931961532607,-58.66845526668449,0
STAR,15.70475,14.53385,14.54183,14.60363,14.68302,-0.000102738,20.27998000772633,-2.067544800764452,0
STAR,17.34999,15.83873,15.32976,15.18243,15.124,-0.000175763,8.598308874891396,58.07762262906644,0
STAR,17.3713,15.87647,15.35798,15.20177,15.14317,-0.000180253,162.00872623000893,-39.82913878911766,0
STAR,17.04805,15.65977,15.19358,15.0454,14.99674,-3.94e-05,119.7684646893612,4.0758179636068235,0
STAR,17.81444,16.2203,15.59226,15.33663,15.21829,-0.000169926,157.78749889193972,-27.90682474333821,0
STAR,18.67056,16.90146,16.26279,16.01399,15.87974,-0.000420393,94.56959155680184,-71.13528188287398,0
STAR,18.09009,16.94571,16.57608,16.4407,16.39292,-0.000350285,59.29838889947313,82.49372695283412,0
GALAXY,17.82851,16.1776,15.38252,14.98496,14.6944,0.08006979,248.09160851292157,63.841296645054314,0
GALAXY,19.54413,18.31151,17.76527,17.41438,17.23467,0.1242428,185.24560185640817,-75.87136359595685,0
GALAXY,19.47607,17.5836,16.70971,16.30654,15.99015,0.0666432,72.05551604977205,39.56170724429123,0
GALAXY,19.11306,17.90273,17.30866,16.99449,16.76884,0.1047993,115.0521934535994,-27.43561721564996,0
QSO,18.43757,18.42433,18.33398,18.39997,18.56465,1.138661,213.05084675879732,89.07296527112265,0
GALAXY,18.96801,18.01037,17.5399,17.09454,17.02486,0.1376055,26.002565378092022,-35.568266430784014,0
QSO,18.2958,17.93653,17.84307,17.73627,17.71505,0.4694012,53.08308333582464,-47.027079834732014,0
STAR,17.88095,16.98951,16.6529,16.49992,16.44416,-0.000636263,26.36841747866044,12.22029869497294,0
STAR,19.42305,18.45424,18.13784,17.96728,17.92114,8.88e-06,292.4342397770828,60.322709401776734,0
QSO,19.40707,19.3609,19.15719,19.15096,19.04618,0.9509708,270.86732395632333,-55.34660307243636,0
GALAXY,19.10206,17.25756,16.40712,16.00363,15.6769,0.07446071,271.19265547653254,37.69249854947962,0
QSO,18.95254,18.58225,17.80995,17.37763,17.09342,0.1744781,257.8771236513701,-78.9468150345981,0
STAR,18.91246,17.98699,17.71211,17.62617,17.65052,-0.000662637,240.9787525211529,75.4082537598895,0
GALAXY,18.6034,17.73196,17.46447,17.19606,17.11823,0.07529564,171.717089536143,-75.40651509348622,0
STAR,17.63279,16.28222,15.84128,15.69102,15.65866,-0.000173716,231.22013886256136,74.56164774194926,0
STAR,17.82465,16.93479,16.67074,16.55467,16.52571,-0.000291297,13.810159723670877,-1.6546950985134856,0
GALAXY,19.27362,17.39336,16.45185,16.02305,15.68084,0.08914721,223.72719215644244,-9.34359969673443,0
STAR,18.71183,17.80105,17.46847,17.32787,17.2607,-9.34e-05,280.0359739932758,85.19527431006779,0
GALAXY,18.37591,17.28862,16.87936,16.57299,16.45785,0.1011163,180.12900973838046,88.26915198567943,0
STAR,17.79687,16.49788,15.95031,15.70333,15.58411,-6.16e-05,128.7047982338053,27.032062672982164,0
STAR,17.66158,15.90232,15.12352,14.80269,14.62842,-0.00034478,99.87362452835248,-67.11852746573126,0
GALAXY,18.20435,16.89388,16.25573,15.9058,15.70678,0.07644883,231.40873805834968,1.1106154179364438,0
STAR,19.04766,18.08441,17.79629,17.68772,17.67577,-0.001329173,249.40843150676716,5.249358172019242,0
STAR,17.44001,16.26353,15.85983,15.73085,15.68871,-0.000223626,313.5483359505153,2.600357064355748,0
STAR,18.93006,16.73439,15.84474,15.55078,15.38548,-0.000133643,123.24026968595666,12.508530933601747,0
GALAXY,18.39442,17.2634,16.71442,16.3789,16.16537,0.08716635,277.1180306588108,-86.62955151700967,0
STAR,19.477,17.1104,16.08858,15.7651,15.5804,-0.000109058,202.0880967081617,38.02091066469043,0
GALAXY,18.95371,16.97185,16.06259,15.64918,15.30034,0.07728735,317.8211366441085,38.23097435153784,0
GALAXY,18.06823,16.49494,15.6873,15.27425,14.96433,0.0882285,190.01235898642344,-69.21544046798017,0
GALAXY,19.29815,17.27737,16.28458,15.86775,15.51223,0.1075043,186.3467382232682,12.643099640244133,0
GALAXY,19.41479,17.30149,16.26271,15.82628,15.48046,0.1095786,208.03574931872728,12.305012838439424,0
GALAXY,19.50768,17.89494,17.0623,16.63843,16.32681,0.1064332,269.7535278512764,32.84107563427203,0
STAR,18.58825,17.4453,16.9626,16.77041,16.64087,-0.00067821,347.28857237824593,-74.62841541568541,0
GALAXY,18.22229,16.74278,15.90275,15.48041,15.15094,0.1081907,26.482807517675635,22.770595307897352,0
STAR,19.39731,17.80659,17.09808,16.83442,16.68254,-0.000360802,19.23645686076618,-39.46464886565859,0
GALAXY,19.34156,18.05965,17.41569,17.06159,16.77799,0.1159023,337.51812146664184,1.2605382893109436,0
STAR,18.01177,17.01405,16.60518,16.43028,16.33818,-0.000517112,190.75522518655416,49.1982394867338,0
STAR,17.11595,16.27915,15.95649,15.8296,15.76573,-0.000538561,221.36508524409695,37.0162685453424,0
GALAXY,19.5606,18.28771,17.7852,17.45067,17.25069,0.09780058,173.67249657410238,-68.59745681796119,0
GALAXY,18.89499,17.30167,16.47352,16.01932,15.65693,0.07761735,33.716682938690816,16.413261680893186,0
GALAXY,19.42394,18.07437,17.34032,16.90758,16.61387,0.08834014,276.51217623071994,84.44097556933295,0
STAR,19.16268,17.91452,17.43476,17.26281,17.21555,-0.000267669,269.00087223189126,-61.7815012796996,0
GALAXY,19.13043,18.06794,17.63394,17.31354,17.17681,0.08817692,112.21319573741232,63.52327579057467,0
GALAXY,18.99455,17.09161,16.1003,15.64306,15.27214,0.1042721,110.24612828222416,36.45865449967985,0
STAR,19.30608,17.07828,16.17304,15.85846,15.69234,4.12e-05,301.62289712598664,49.320596323756746,0
GALAXY,19.11747,17.19197,16.28063,15.85967,15.54936,0.09336991,26.048612786877584,-39.24750111432382,0
QSO,19.44791,19.17699,18.88292,18.89626,18.91739,1.175058,317.1978534083637,-38.17999271162836,0
GALAXY,19.08591,18.05014,17.56741,17.22331,17.06611,0.1052778,92.3982083625292,73.08350203976786,0
QSO,18.82219,18.52162,18.70207,18.54922,18.47326,0.5021756,213.4745091919778,-25.230234223339437,0
GALAXY,18.04798,16.56602,15.75102,15.34066,15.00486,0.09765989,336.95790444064,-78.65722967529412,0
GALAXY,18.71467,17.60687,16.93775,16.53706,16.30346,0.1663392,244.1241005531927,18.107406644301008,0
GALAXY,19.25932,18.00057,17.40103,17.00958,16.78259,0.06071538,149.19473248813318,-67.53281957246833,0
GALAXY,19.26137,17.97366,17.36623,16.9651,16.71408,0.051658,248.23231520594945,53.38732345342348,0
GALAXY,17.5183,16.37794,15.96484,15.74049,15.56188,0.02814992,123.83266907389329,25.51435965019033,0
GALAXY,18.51788,16.85972,16.02885,15.59615,15.29251,0.07692674,99.813029885707,67.45077093981749,0
GALAXY,19.44813,18.16398,17.58449,17.23886,16.97317,0.08401263,358.8059800564847,51.270704960874355,0
GALAXY,19.08891,17.59628,16.79365,16.34938,16.03424,0.1560975,270.2844832247236,-69.81954329912469,0
GALAXY,19.59518,17.84947,16.98874,16.6017,16.30575,0.08448566,232.09919185745431,-21.407278241803994,0
